ngvsID,RA,DEC,U_MAG_APCOR1,G_MAG_APCOR1,R_MAG_APCOR1,I_MAG_APCOR1,Z_MAG_APCOR1,U_MAG_APCOR2,G_MAG_APCOR2,R_MAG_APCOR2,I_MAG_APCOR2,Z_MAG_APCOR2,U_MAG_APCOR3,G_MAG_APCOR3,R_MAG_APCOR3,I_MAG_APCOR3,Z_MAG_APCOR3,U_MAG_APCOR4,G_MAG_APCOR4,R_MAG_APCOR4,I_MAG_APCOR4,Z_MAG_APCOR4,U_MAG_APCOR5,G_MAG_APCOR5,R_MAG_APCOR5,I_MAG_APCOR5,Z_MAG_APCOR5,U_MAG_APCOR6,G_MAG_APCOR6,R_MAG_APCOR6,I_MAG_APCOR6,Z_MAG_APCOR6,U_MAG_APCOR7,G_MAG_APCOR7,R_MAG_APCOR7,I_MAG_APCOR7,Z_MAG_APCOR7,U_MAGERR_APER1,G_MAGERR_APER1,R_MAGERR_APER1,I_MAGERR_APER1,Z_MAGERR_APER1,U_MAGERR_APER2,G_MAGERR_APER2,R_MAGERR_APER2,I_MAGERR_APER2,Z_MAGERR_APER2,U_MAGERR_APER3,G_MAGERR_APER3,R_MAGERR_APER3,I_MAGERR_APER3,Z_MAGERR_APER3,U_MAGERR_APER4,G_MAGERR_APER4,R_MAGERR_APER4,I_MAGERR_APER4,Z_MAGERR_APER4,U_MAGERR_APER5,G_MAGERR_APER5,R_MAGERR_APER5,I_MAGERR_APER5,Z_MAGERR_APER5,U_MAGERR_APER6,G_MAGERR_APER6,R_MAGERR_APER6,I_MAGERR_APER6,Z_MAGERR_APER6,U_MAGERR_APER7,G_MAGERR_APER7,R_MAGERR_APER7,I_MAGERR_APER7,Z_MAGERR_APER7,U_MAGERR_APER8,G_MAGERR_APER8,R_MAGERR_APER8,I_MAGERR_APER8,Z_MAGERR_APER8,U_FLUX_RADIUS,G_FLUX_RADIUS,R_FLUX_RADIUS,I_FLUX_RADIUS,Z_FLUX_RADIUS,U_FLAGS,G_FLAGS,R_FLAGS,I_FLAGS,Z_FLAGS,U_CLASS_STAR,G_CLASS_STAR,R_CLASS_STAR,I_CLASS_STAR,Z_CLASS_STAR,U_KRON_RADIUS,G_KRON_RADIUS,R_KRON_RADIUS,I_KRON_RADIUS,Z_KRON_RADIUS,U_PETRO_RADIUS,G_PETRO_RADIUS,R_PETRO_RADIUS,I_PETRO_RADIUS,Z_PETRO_RADIUS
NGVS-J124436.01+110918.3,191.150024,11.1550957,27.353,26.4283,99.0,26.2486,25.1732,27.1877,26.3066,99.0,26.3509,25.4174,26.8188,26.1309,99.0,26.3468,25.5135,26.6669,26.0614,99.0,26.4553,25.5775,26.6438,26.0119,99.0,26.5657,25.6503,26.8364,25.9854,99.0,26.5767,25.4412,26.3741,25.7344,25.4753,25.0053,24.5488,0.6734,0.155,1.4593,0.3732,0.4185,0.4809,0.1248,0.6251,0.3842,0.4569,0.3159,0.1058,0.3738,0.3959,0.4835,0.2636,0.1027,0.3335,0.4641,0.5165,0.2587,0.1049,0.3584,0.5591,0.5767,0.3135,0.11,0.3108,0.6144,0.5007,0.3026,0.1534,0.3278,0.2574,0.3602,0.3822,0.2707,0.3483,0.3923,0.2674,3.336,2.632,3.886,7.112,6.297,0,0,0,0,0,0.35,0.35,0.02,0.02,0.01,6.93,6.93,6.93,6.93,6.93,9.9,9.9,9.9,9.9,9.9
NGVS-J124436.02+111245.7,191.1500914,11.2126834,26.6097,26.6341,99.0,26.0831,99.0,26.574,26.6537,99.0,26.0172,99.0,26.5075,26.599,99.0,25.9643,99.0,26.6312,26.5382,99.0,25.8108,99.0,26.7815,26.4782,99.0,25.693,99.0,26.9724,26.4486,99.0,25.6865,99.0,27.704,26.5974,26.0526,25.869,99.0,0.343,0.1864,0.3847,0.3202,0.6401,0.276,0.172,0.3894,0.2834,0.4957,0.2382,0.1622,0.3834,0.2782,0.4143,0.2564,0.1594,0.4057,0.2571,0.3699,0.2959,0.1618,0.4341,0.2519,0.376,0.357,0.1687,0.4468,0.2715,0.4099,1.0345,0.3411,0.5592,0.5712,99.0,99.0,0.7222,2.2238,2.4298,99.0,1.63,2.243,1.732,2.385,2.232,0,0,0,0,0,0.35,0.35,0.19,0.05,0.03,7.75,7.75,7.75,7.75,7.75,6.6,6.6,6.6,6.6,6.6
NGVS-J124436.03+110842.1,191.1501386,11.1450202,26.3066,26.1313,99.0,26.1757,99.0,26.4281,26.1282,99.0,26.0491,99.0,26.6497,26.0811,99.0,26.0795,99.0,26.825,26.0341,99.0,25.9925,99.0,26.8054,26.0103,99.0,25.8382,99.0,26.6552,25.988,99.0,25.7576,99.0,26.8788,26.1706,25.3924,26.2881,99.0,0.2594,0.1184,0.5468,0.3495,0.5817,0.2403,0.106,0.5337,0.2912,0.8266,0.2697,0.1007,0.4813,0.3086,8.8273,0.3045,0.1,0.3835,0.3032,99.0,0.2992,0.1043,0.3097,0.2857,99.0,0.2652,0.11,0.2562,0.2889,99.0,0.4805,0.2284,0.3034,0.8368,99.0,99.0,99.0,99.0,99.0,99.0,2.302,2.194,3.641,2.52,0.856,0,0,0,0,0,0.35,0.35,0.03,0.06,0.05,5.38,5.38,5.38,5.38,5.38,7.92,7.92,7.92,7.92,0.0
NGVS-J124436.04+110731.5,191.1501717,11.1254057,24.6957,24.8928,99.0,24.1294,23.6045,24.6294,24.7139,99.0,23.9662,23.4761,24.5379,24.5379,99.0,23.7659,23.282,24.4712,24.399,99.0,23.5907,23.153,24.3853,24.2567,99.0,23.4369,23.071,24.3111,24.1491,99.0,23.3026,23.0182,23.9764,23.7617,23.6496,23.0267,22.8006,0.0616,0.0392,0.0919,0.0545,0.0999,0.0482,0.0299,0.0712,0.0439,0.0774,0.0405,0.0252,0.0583,0.0375,0.0624,0.0364,0.0229,0.0507,0.0339,0.0559,0.0336,0.0214,0.0463,0.0319,0.054,0.0319,0.0208,0.0445,0.0307,0.0542,0.0338,0.0251,0.0611,0.0417,0.0721,0.0688,0.0485,0.1973,0.0843,0.2142,3.857,3.46,3.292,3.148,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.52,3.52,3.52,3.52,3.52,5.94,5.94,5.94,5.94,5.94
NGVS-J124436.04+110737.6,191.1501604,11.1270998,26.1042,26.265,99.0,25.743,25.0475,26.2542,26.2066,99.0,25.686,25.0482,26.3529,26.1337,99.0,25.5805,24.8402,26.2594,26.1745,99.0,25.5166,24.7583,26.2152,26.1973,99.0,25.5095,24.7231,26.2382,26.2701,99.0,25.5964,24.6408,26.1638,26.1089,99.0,24.8422,25.3744,0.2161,0.1338,1.2696,0.2352,0.3738,0.2051,0.1137,0.8304,0.2083,0.3252,0.2061,0.1057,0.6821,0.1952,0.2599,0.1815,0.1135,0.6137,0.1953,0.243,0.1746,0.1238,0.5626,0.211,0.2455,0.1811,0.1421,0.5965,0.2486,0.2395,0.2489,0.2153,99.0,0.2207,0.7689,0.2029,0.2378,99.0,0.2567,1.8208,2.162,1.788,2.111,1.957,2.245,0,0,0,0,0,0.35,0.35,0.15,0.01,0.01,3.5,3.5,3.5,3.5,3.5,5.94,5.94,0.0,5.94,5.94
NGVS-J124436.04+110900.1,191.1501833,11.1500415,25.3717,25.2357,99.0,24.4374,23.8815,25.3556,25.1313,99.0,24.3794,23.7806,25.3263,25.0521,99.0,24.3244,23.7296,25.2571,24.9726,99.0,24.2598,23.6405,25.1833,24.9322,99.0,24.2368,23.5708,25.157,24.9021,99.0,24.2624,23.5671,25.0982,24.9544,25.0798,24.9144,23.8623,0.1109,0.0527,0.1234,0.0717,0.1276,0.092,0.0437,0.1028,0.0645,0.1031,0.0814,0.0399,0.0945,0.0625,0.0941,0.0736,0.0385,0.0957,0.0629,0.0879,0.0686,0.0394,0.0997,0.0665,0.0856,0.0681,0.0412,0.1067,0.0741,0.09,0.0942,0.0752,0.2288,0.2387,0.1923,0.7809,0.2381,7.9989,0.2814,0.2246,2.91,2.304,2.147,1.779,2.273,0,0,0,0,0,0.35,0.5,0.02,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,5.94
NGVS-J124436.05+110854.7,191.150227,11.1485205,26.0468,25.2431,99.0,25.737,99.0,26.003,25.2159,99.0,25.5127,99.0,25.9685,25.1646,99.0,25.3092,99.0,25.9356,25.1592,99.0,25.322,99.0,25.9207,25.1392,99.0,25.4279,99.0,25.9162,25.1318,99.0,25.5118,99.0,26.0773,25.373,25.2962,28.4844,99.0,0.2043,0.0532,0.1412,0.2337,0.2635,0.164,0.0468,0.1231,0.1794,0.2398,0.1454,0.0441,0.1169,0.1531,0.25,0.1355,0.0453,0.1147,0.1646,0.2798,0.1337,0.0474,0.1156,0.197,0.3522,0.1351,0.0505,0.1195,0.2314,0.4707,0.2306,0.1101,0.2783,6.3567,99.0,99.0,0.401,99.0,99.0,99.0,2.561,1.832,2.283,1.627,1.284,0,0,0,0,0,0.35,0.37,0.01,0.01,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,0.0,0.0
NGVS-J124436.05+111118.8,191.1502025,11.1885581,25.6114,25.5881,99.0,25.9062,24.9622,25.5216,25.43,99.0,25.4841,24.703,25.3161,25.2244,99.0,25.0985,24.3556,25.1563,25.0239,99.0,24.7974,24.1829,25.0329,24.8159,99.0,24.5631,24.1028,24.939,24.6618,99.0,24.395,23.9858,24.5309,24.1234,24.1431,23.7208,23.2341,0.1448,0.0771,0.1934,0.2848,0.3511,0.1107,0.0603,0.1526,0.1814,0.2416,0.0842,0.0495,0.1263,0.1313,0.1693,0.0699,0.0427,0.1141,0.1058,0.1458,0.0625,0.0378,0.0995,0.0928,0.1413,0.0582,0.0352,0.0902,0.0865,0.1336,0.0586,0.0375,0.0994,0.0825,0.1093,0.1798,0.0621,0.1931,0.0957,0.1939,2.093,2.035,-7.989,4.132,2.805,3,3,3,3,3,0.42,0.0,0.0,0.0,0.0,7.38,7.38,0.0,7.38,7.38,10.56,0.0,0.0,10.56,0.0
NGVS-J124436.06+110926.0,191.1502524,11.1572266,26.4246,25.6412,99.0,25.8186,25.5005,26.311,25.5431,99.0,25.6182,25.003,26.2571,25.4973,99.0,25.4268,24.7801,26.1572,25.4378,99.0,25.2663,24.7316,26.083,25.3907,99.0,25.2176,24.6869,26.0651,25.3602,99.0,25.1954,24.6207,25.6826,25.2427,24.974,25.2464,24.3226,0.2878,0.0759,0.3045,0.2509,0.5633,0.2168,0.0628,0.2078,0.1968,0.313,0.1889,0.0595,0.2091,0.1698,0.2457,0.1659,0.0584,0.2185,0.156,0.2376,0.1551,0.0596,0.2026,0.1619,0.2375,0.155,0.0622,0.1821,0.1726,0.2354,0.1583,0.0964,0.204,0.3168,0.2883,0.2411,0.1815,99.0,0.3727,0.3301,3.773,2.365,3.738,2.213,2.794,1,1,1,1,1,0.35,0.34,0.02,0.03,0.0,4.87,4.87,4.87,4.87,4.87,5.94,5.94,5.94,5.94,5.94
NGVS-J124436.06+111450.5,191.1502557,11.2473745,22.6526,22.2472,99.0,21.1127,20.572,22.5183,22.0271,99.0,20.8841,20.4141,22.3976,21.8301,99.0,20.6693,20.2694,22.2341,21.5948,99.0,20.4353,20.0886,22.0919,21.3925,99.0,20.2393,19.9339,21.9469,21.195,99.0,20.0548,19.7825,21.0808,20.2182,19.568,19.1998,19.0174,0.0121,0.0049,0.0055,0.0047,0.0071,0.009,0.0037,0.0042,0.0036,0.0054,0.0073,0.003,0.0034,0.003,0.0045,0.0061,0.0025,0.0029,0.0025,0.0038,0.0053,0.0022,0.0026,0.0023,0.0034,0.0047,0.002,0.0023,0.0021,0.0031,0.003,0.0013,0.0017,0.0015,0.0024,0.0031,0.0014,0.0019,0.0017,0.0029,7.257,6.937,7.025,6.592,6.589,0,0,0,0,0,0.0,0.03,0.02,0.03,0.0,3.5,3.5,3.5,3.5,3.5,5.28,5.28,5.28,5.28,5.28
NGVS-J124436.07+111038.2,191.150311,11.1772742,26.0225,25.3482,99.0,24.8339,24.4899,25.8987,25.3193,99.0,24.8258,24.5831,25.7606,25.2355,99.0,24.8207,24.6854,25.6927,25.131,99.0,24.8283,24.8724,25.673,25.0412,99.0,24.8111,25.0543,25.6889,24.9951,99.0,24.7897,25.2179,25.6315,24.794,24.9223,24.8115,27.6804,0.2035,0.0597,0.1872,0.1039,0.2245,0.1514,0.0524,0.1493,0.0968,0.214,0.1225,0.0481,0.1442,0.0992,0.2269,0.1104,0.0452,0.146,0.1059,0.2715,0.1084,0.0444,0.1535,0.1132,0.3346,0.1119,0.0458,0.1766,0.1209,0.4105,0.1557,0.0663,0.1993,0.2185,6.4738,0.232,0.1346,0.3244,0.5035,99.0,2.974,2.786,3.219,0.938,-29.586,0,0,0,0,0,0.35,0.07,0.0,0.0,0.0,6.71,6.71,6.71,6.71,0.0,7.26,7.26,7.26,7.26,0.0
NGVS-J124436.07+111139.5,191.1503089,11.1943158,26.1301,25.2031,99.0,24.0699,23.7483,26.0453,25.1637,99.0,24.0073,23.6428,25.9227,25.0733,99.0,23.8699,23.5002,25.9414,25.0325,99.0,23.7885,23.412,25.9579,24.9801,99.0,23.7208,23.3407,25.9643,24.9439,99.0,23.6751,23.3388,27.264,24.7801,23.7816,23.7043,23.1559,0.2294,0.0539,0.0704,0.0532,0.1151,0.1763,0.0468,0.0598,0.047,0.0911,0.1444,0.0426,0.0524,0.0425,0.077,0.1411,0.0425,0.0478,0.0418,0.0717,0.1432,0.0431,0.0461,0.0426,0.0699,0.1465,0.0448,0.0469,0.0444,0.0735,0.7128,0.0674,0.0708,0.0804,0.1013,99.0,0.1748,0.2237,0.2534,0.2079,0.956,2.464,2.697,2.198,2.845,3,3,3,3,3,0.35,0.01,0.0,0.0,0.0,6.27,6.27,6.27,6.27,6.27,5.94,5.94,5.94,5.94,5.94
NGVS-J124436.07+111337.2,191.1502781,11.2269945,26.3402,25.5717,99.0,25.2986,25.9649,26.4913,25.575,99.0,25.2465,25.7929,26.6303,25.5082,99.0,25.1895,25.6244,26.4598,25.4832,99.0,25.1744,25.3497,26.2946,25.4826,99.0,25.1764,25.1993,26.2225,25.4846,99.0,25.1702,24.924,25.8503,25.6416,25.3975,25.123,24.1828,0.2675,0.0709,0.2737,0.1561,0.8648,0.2556,0.0644,0.2226,0.1401,0.6475,0.2655,0.0598,0.1983,0.1366,0.5339,0.2183,0.0606,0.1849,0.1431,0.419,0.1877,0.0644,0.1793,0.1556,0.38,0.1789,0.0695,0.1814,0.1686,0.3115,0.187,0.1405,0.3049,0.2864,0.2571,0.278,0.2912,0.412,1.0967,0.356,2.965,1.951,2.77,2.02,3.454,0,0,0,0,0,0.35,0.34,0.08,0.0,0.0,3.5,3.5,3.5,3.5,3.5,6.6,6.6,6.6,6.6,6.6
NGVS-J124436.09+110949.6,191.1503585,11.163791,25.5133,25.3564,99.0,25.055,24.7558,25.4296,25.3157,99.0,24.9035,24.7658,25.4238,25.3119,99.0,24.7888,24.7813,25.3917,25.26,99.0,24.6328,24.8395,25.4025,25.2397,99.0,24.5342,24.8902,25.4035,25.2329,99.0,24.4998,24.8638,25.4494,25.2131,24.9225,24.537,25.2159,0.1259,0.0586,0.1518,0.1243,0.2823,0.0986,0.0516,0.1312,0.1032,0.2533,0.0889,0.0503,0.1166,0.0947,0.2453,0.0834,0.05,0.11,0.0878,0.2632,0.0837,0.052,0.1111,0.0866,0.286,0.0853,0.0556,0.1125,0.0915,0.2949,0.1303,0.0955,0.1977,0.1678,0.6668,0.2375,0.1323,0.3285,0.3401,1.0741,2.628,2.061,2.404,2.153,1.909,0,0,0,0,0,0.35,0.38,0.01,0.0,0.0,5.15,5.15,5.15,5.15,5.15,5.94,5.94,5.94,5.94,5.94
NGVS-J124436.09+111346.9,191.1503694,11.2297011,28.0326,26.7204,99.0,27.1057,25.686,27.5063,26.6819,99.0,26.9878,25.6966,27.1484,26.5872,99.0,26.9298,25.7556,26.8907,26.4675,99.0,26.5095,25.5319,26.9476,26.4418,99.0,26.2796,25.2984,27.1779,26.4301,99.0,26.204,25.2062,27.1106,26.5528,99.0,27.0746,24.7377,1.2508,0.1995,99.0,0.8109,0.6631,0.6522,0.1774,99.0,0.6964,0.5964,0.4251,0.1591,22.5547,0.6714,0.5989,0.3247,0.1489,99.0,0.4886,0.4962,0.3402,0.1542,99.0,0.4271,0.4147,0.43,0.1652,99.0,0.4366,0.4042,0.5952,0.3246,99.0,1.7261,0.4285,99.0,0.5403,99.0,0.4047,0.791,2.499,2.44,0.0,3.389,3.456,0,0,0,0,0,0.02,0.35,0.17,0.02,0.02,7.5,7.5,0.0,7.5,7.5,10.56,10.56,0.0,10.56,10.56
NGVS-J124436.09+111417.7,191.1503642,11.2382638,27.2566,26.0133,99.0,25.2939,24.6568,27.2172,25.8017,99.0,25.2516,24.7194,27.7328,25.6226,99.0,25.117,24.7782,27.8,25.4518,99.0,25.0279,24.8136,27.5008,25.3384,99.0,24.9176,24.7483,27.2088,25.244,99.0,24.8213,24.6649,26.7865,24.9776,24.53,24.6473,25.5576,0.6182,0.1054,0.1838,0.1551,0.2592,0.4994,0.0793,0.1383,0.1413,0.2422,0.7311,0.0664,0.125,0.1279,0.2451,0.7488,0.059,0.1179,0.1255,0.2564,0.568,0.0565,0.1148,0.1228,0.251,0.4422,0.0557,0.11,0.1225,0.2454,0.4422,0.0763,0.1371,0.1849,0.9117,0.6175,0.1321,0.2532,0.4515,99.0,4.909,3.1,4.02,2.778,1.364,0,0,0,0,0,0.35,0.35,0.01,0.0,0.0,4.82,4.82,4.82,4.82,4.82,5.94,5.94,5.94,5.94,0.0
NGVS-J124436.10+111238.2,191.1504106,11.2106203,27.7883,26.2067,99.0,25.4212,99.0,27.2225,26.1692,99.0,25.2828,99.0,27.1257,26.0689,99.0,25.1524,99.0,27.1629,25.8922,99.0,25.0092,99.0,27.1867,25.7824,99.0,24.8919,99.0,27.3455,25.7531,99.0,24.7859,99.0,29.0064,25.9721,27.4016,24.5113,99.0,0.9996,0.1254,0.3325,0.1731,0.4501,0.5046,0.1118,0.3636,0.1461,0.5442,0.4194,0.1001,0.319,0.1322,0.8471,0.4195,0.0889,0.2655,0.1239,1.6705,0.4279,0.0855,0.2174,0.1204,3.0022,0.5048,0.0897,0.2103,0.1192,2.7359,3.4432,0.1927,1.9411,0.1642,99.0,99.0,99.0,99.0,0.3456,99.0,2.016,2.519,2.505,2.617,0.889,1,1,1,1,1,0.35,0.35,0.07,0.0,0.02,3.5,3.5,3.5,3.5,3.5,0.0,7.92,7.92,7.92,0.0
NGVS-J124436.11+110914.1,191.1504491,11.1539076,99.0,26.4189,99.0,25.9381,99.0,99.0,26.3538,99.0,25.7855,99.0,99.0,26.3209,99.0,25.5415,99.0,99.0,26.3889,99.0,25.4022,99.0,99.0,26.4901,99.0,25.4072,99.0,99.0,26.5549,99.0,25.5247,99.0,99.0,27.1712,99.0,26.9806,99.0,0.765,0.1541,0.344,0.2818,0.536,0.8334,0.1305,0.336,0.2293,0.4188,0.8443,0.1256,0.3471,0.1888,0.4614,1.918,0.1386,0.3681,0.1767,0.4985,99.0,0.1625,0.3838,0.1929,0.5956,99.0,0.1854,0.449,0.2338,0.899,99.0,0.575,99.0,1.5871,99.0,99.0,99.0,9.2804,2.3545,0.6837,8.97,1.685,-0.384,1.813,0.602,0,0,0,0,0,0.35,0.35,0.07,0.07,0.07,0.0,6.51,0.0,6.51,6.51,0.0,6.6,0.0,6.6,6.6
NGVS-J124436.12+110739.1,191.1504943,11.1275246,25.9116,25.076,99.0,24.756,24.5014,25.8504,25.0012,99.0,24.7178,24.6388,25.7742,24.9324,99.0,24.6943,24.715,25.6712,24.844,99.0,24.662,24.7374,25.6112,24.7813,99.0,24.6423,24.7796,25.5261,24.7284,99.0,24.6221,24.792,25.3837,24.5884,24.8957,24.4814,26.2944,0.1798,0.0456,0.1061,0.0947,0.224,0.1435,0.0387,0.1001,0.0868,0.2251,0.1216,0.0357,0.1005,0.0866,0.231,0.1067,0.0341,0.106,0.0896,0.239,0.1007,0.0342,0.1136,0.0952,0.2582,0.0948,0.035,0.1155,0.1019,0.2756,0.1219,0.0534,0.192,0.1585,1.7952,0.219,0.0985,1.2046,0.2328,1.5758,3.086,2.571,1.988,2.16,1.245,0,0,0,0,0,0.35,0.62,0.0,0.01,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,0.0
NGVS-J124436.12+111401.9,191.1504926,11.2338703,26.4796,26.1302,99.0,25.7419,24.8177,26.5048,26.0499,99.0,25.7229,24.952,26.4317,25.92,99.0,25.4919,25.2324,26.2928,25.8245,99.0,25.3096,25.396,26.1729,25.7275,99.0,25.2076,25.4792,26.0624,25.6682,99.0,25.1368,25.3785,26.0988,25.5571,26.205,25.6666,26.3258,0.3045,0.1175,0.2612,0.234,0.3012,0.2601,0.0994,0.2197,0.2174,0.2999,0.2218,0.0869,0.1777,0.1802,0.372,0.188,0.0828,0.1722,0.1623,0.4379,0.168,0.0805,0.1902,0.16,0.4913,0.1545,0.082,0.2189,0.1634,0.4727,0.2347,0.1298,0.6405,0.472,1.8492,107.0918,0.1999,0.3229,1.1448,5.2648,3.35,2.68,2.197,2.059,0.807,0,0,0,0,0,0.35,0.35,0.04,0.05,0.0,5.03,5.03,5.03,5.03,5.03,7.26,7.26,7.26,7.26,7.26
NGVS-J124436.12+111407.6,191.1504966,11.2354421,26.2815,99.0,99.0,25.5229,25.9099,26.333,99.0,99.0,25.5947,25.6801,26.4126,99.0,99.0,25.5734,25.5085,26.4789,99.0,99.0,25.5163,25.2663,26.542,99.0,99.0,25.4401,25.0974,26.5321,99.0,99.0,25.3589,25.1368,26.482,99.0,26.367,25.6784,26.061,0.2534,0.2147,0.7573,0.1911,0.8191,0.2215,0.1703,0.6007,0.1928,0.5836,0.2169,0.1415,0.6458,0.1934,0.4775,0.2218,0.1306,0.8497,0.1956,0.3872,0.2349,0.1387,0.7323,0.1979,0.3454,0.2368,0.1782,0.5792,0.2001,0.3778,0.3333,99.0,0.7428,0.477,1.4477,99.0,99.0,99.0,0.8403,0.8712,1.741,2.108,1.916,1.772,2.761,0,0,0,0,0,0.35,0.35,0.35,0.04,0.02,5.18,5.18,5.18,5.18,5.18,9.9,9.9,9.9,9.9,9.9
NGVS-J124436.13+111117.9,191.1505614,11.1883144,25.8542,24.4169,99.0,23.3569,23.1298,25.8559,24.3963,99.0,23.3374,23.1368,25.8667,24.3846,99.0,23.3181,23.1438,25.9082,24.3658,99.0,23.3003,23.1417,25.8794,24.3497,99.0,23.2846,23.1278,25.8314,24.3261,99.0,23.2615,23.1068,25.9139,24.1281,23.6071,22.9456,23.109,0.1783,0.0271,0.053,0.0283,0.0652,0.1498,0.024,0.0447,0.0261,0.0578,0.1376,0.0232,0.0408,0.026,0.0556,0.1383,0.0237,0.04,0.0273,0.0564,0.1341,0.0247,0.041,0.0289,0.0577,0.1307,0.0259,0.0423,0.0308,0.0597,0.2006,0.0363,0.0587,0.0391,0.0942,0.5086,0.0657,0.12,0.0687,0.1813,-3.431,2.231,1.755,3.456,3.003,3,3,3,3,3,0.35,0.72,0.0,0.0,0.0,0.0,7.39,7.39,7.39,7.39,10.56,10.56,10.56,10.56,10.56
NGVS-J124436.13+111322.0,191.150522,11.2227717,99.0,26.4058,99.0,99.0,25.6736,99.0,26.3695,99.0,99.0,25.2982,99.0,26.3267,99.0,99.0,25.1409,99.0,26.3185,99.0,99.0,24.8977,99.0,26.3741,99.0,99.0,24.7677,99.0,26.4744,99.0,99.0,24.7311,99.0,28.5153,26.8559,99.0,25.5127,0.8538,0.1505,0.7722,0.2643,0.6594,0.6013,0.1327,0.4606,0.2495,0.4113,0.5413,0.126,0.3859,0.2913,0.3421,0.6374,0.13,0.3979,0.3402,0.277,0.8002,0.1455,0.475,0.4144,0.2552,0.7816,0.172,0.6645,0.5687,0.2607,99.0,1.981,1.1686,99.0,0.8745,99.0,99.0,1.5812,99.0,1.8285,1.425,1.645,1.903,1.007,2.074,0,0,0,0,0,0.35,0.35,0.35,0.07,0.05,3.5,3.5,3.5,3.5,3.5,0.0,7.26,7.26,7.26,7.26
NGVS-J124436.14+110926.9,191.1505751,11.1574603,26.859,26.4577,99.0,26.7096,99.0,26.9365,26.3982,99.0,26.4067,99.0,27.0657,26.3072,99.0,26.2215,99.0,26.9081,26.1893,99.0,26.1271,29.7642,26.7464,26.1535,99.0,26.1184,26.3008,26.7977,26.2037,99.0,26.3073,26.0814,27.0708,26.6515,26.4227,26.5504,26.2569,0.4275,0.1588,0.558,0.5676,99.0,0.3841,0.1364,0.6597,0.4059,99.0,0.3942,0.1238,0.6994,0.3507,99.0,0.3284,0.1153,0.6829,0.3424,24.3435,0.2839,0.1193,0.7487,0.3696,1.0471,0.3026,0.1343,0.7489,0.4788,0.9016,0.5746,0.3567,0.7846,1.0662,1.7349,0.7978,0.3475,99.0,0.4525,6.5094,2.819,1.923,1.251,1.084,3.339,0,0,0,0,0,0.35,0.35,0.35,0.02,0.07,5.56,5.56,5.56,5.56,5.56,7.26,7.26,7.26,7.26,7.26
NGVS-J124436.14+111053.4,191.1505819,11.181503,25.883,25.7493,99.0,24.8554,24.3514,25.9173,25.6788,99.0,24.6359,24.3689,25.8657,25.6313,99.0,24.4758,24.3372,25.8071,25.5502,99.0,24.3251,24.2632,25.7115,25.4526,99.0,24.2168,24.1535,25.6153,25.3668,99.0,24.1469,24.0546,25.4966,25.1795,24.3871,23.7602,23.5487,0.1803,0.0864,0.1729,0.1065,0.1978,0.1556,0.0736,0.1243,0.0824,0.1769,0.1355,0.0695,0.1003,0.0729,0.165,0.1236,0.067,0.0863,0.0675,0.1559,0.1132,0.0654,0.0797,0.0663,0.1468,0.1054,0.065,0.0797,0.0677,0.1413,0.1388,0.0959,0.1226,0.0839,0.1448,0.1692,0.2538,0.1881,0.1209,0.2517,4.678,1.788,2.644,3.462,3.99,1,1,1,1,1,0.35,0.05,0.0,0.0,0.0,7.89,7.89,7.89,7.89,7.89,10.56,10.56,10.56,10.56,10.56
NGVS-J124436.14+111140.0,191.1505779,11.1944342,25.1011,25.0407,99.0,23.9879,23.922,25.0996,24.9505,99.0,23.92,23.9253,25.0698,24.8698,99.0,23.8482,23.8382,25.0095,24.7782,99.0,23.7713,23.7485,24.9319,24.7317,99.0,23.7147,23.7194,24.898,24.7138,99.0,23.6907,23.6891,24.9415,24.4487,23.948,23.8704,23.9163,0.0896,0.0459,0.075,0.0487,0.1329,0.0754,0.0387,0.065,0.0435,0.1184,0.0667,0.0353,0.0594,0.0416,0.1047,0.0608,0.0338,0.0576,0.0412,0.0978,0.0563,0.0342,0.057,0.0422,0.0985,0.0557,0.0364,0.0569,0.0451,0.1016,0.0842,0.0496,0.0823,0.0935,0.2037,0.4298,0.1186,0.2913,0.2117,99.0,2.368,2.688,2.259,1.934,0.533,3,3,3,3,3,0.34,0.01,0.0,0.0,0.0,5.53,5.53,5.53,5.53,5.53,8.58,8.58,8.58,8.58,0.0
